City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
344,Zeya,53.75,127.2667,-18.27,86,100,0.16,RU,overcast clouds
345,Lavrentiya,65.5833,-171.0,-7.06,85,100,8.52,RU,overcast clouds
346,Colon,9.3592,-79.9014,81.0,79,80,11.99,PA,broken clouds
347,Sorland,67.667,12.6934,28.4,100,56,3.44,NO,broken clouds
348,Tual,-5.6667,132.75,83.16,78,100,14.65,ID,moderate rain
349,Yeppoon,-23.1333,150.7333,78.8,78,100,5.75,AU,overcast clouds
350,Abha,18.2164,42.5053,55.4,76,0,6.91,SA,clear sky
351,Sobolevo,54.4299,31.8996,2.46,94,100,8.97,RU,snow
352,Nome,64.5011,-165.4064,12.2,79,90,3.78,US,light snow
353,Adre,13.4667,22.2,62.96,26,0,5.59,TD,clear sky
354,Zdolbuniv,50.5206,26.2425,10.0,89,96,7.36,UA,overcast clouds
355,Maputo,-25.9653,32.5892,78.8,89,75,13.8,MZ,light rain
356,Inirida,3.8653,-67.9239,85.35,73,53,3.02,CO,light rain
357,Lorengau,-2.0226,147.2712,82.49,81,100,12.68,PG,light rain
358,Broken Hill,-31.95,141.4333,57.2,67,97,12.66,AU,overcast clouds
359,Cabedelo,-6.9811,-34.8339,82.4,65,20,14.97,BR,few clouds
360,Bendigo,-36.7667,144.2833,53.01,80,0,7.58,AU,clear sky
361,Sao Francisco De Assis,-29.5503,-55.1311,92.21,47,100,5.68,BR,light rain
362,Santa Maria Del Oro,25.9333,-105.3667,73.51,18,0,5.79,MX,clear sky
363,Mackenzie,55.2999,-123.1698,32.0,93,90,5.75,CA,snow
364,Port Keats,-14.25,129.55,80.56,78,64,5.53,AU,broken clouds
365,Kudahuvadhoo,2.6708,72.8944,81.77,68,100,9.35,MV,overcast clouds
366,Venice,27.0998,-82.4543,64.4,52,75,16.11,US,broken clouds
367,Hay River,60.8156,-115.7999,8.6,72,100,3.44,CA,overcast clouds
368,Qeshm,26.9581,56.2719,60.8,88,20,6.91,IR,mist
369,Samarai,-10.6167,150.6667,83.86,79,100,16.15,PG,overcast clouds
370,Okhotsk,59.3833,143.3,-15.56,83,97,12.5,RU,overcast clouds
371,Yuzhno-Sukhokumsk,44.6581,45.6436,32.02,95,90,7.45,RU,overcast clouds
372,Dickinson,29.4608,-95.0513,60.8,20,1,4.61,US,clear sky
373,Faanui,-16.4833,-151.75,81.43,76,33,12.08,PF,scattered clouds
374,Panaba,21.2833,-88.2667,69.73,62,21,10.96,MX,few clouds
375,Clyde River,70.4692,-68.5914,1.4,92,90,10.36,CA,light snow
376,Barra Do Bugres,-15.0725,-57.1811,84.81,69,100,3.27,BR,light rain
377,Richards Bay,-28.783,32.0377,73.49,87,98,9.44,ZA,light rain
378,Vilhena,-12.7406,-60.1458,69.8,100,75,14.97,BR,heavy intensity rain
379,La Libertad,-2.2333,-80.9,84.2,70,0,11.5,EC,clear sky
380,Talcahuano,-36.7167,-73.1167,71.6,49,0,21.85,CL,clear sky
381,Dakar,14.6937,-17.4441,66.2,72,97,13.8,SN,overcast clouds
382,Craig,40.5153,-107.5464,37.4,60,1,3.44,US,clear sky
383,Takoradi,4.8845,-1.7554,79.7,82,73,9.31,GH,broken clouds
384,Ahipara,-35.1667,173.1667,71.31,75,12,9.98,NZ,few clouds
385,Sechura,-5.5569,-80.8222,75.81,70,95,7.16,PE,overcast clouds
386,Byron Bay,-28.65,153.6167,69.01,88,40,5.55,AU,scattered clouds
387,Tevaitoa,-16.7833,-151.5,81.48,75,29,12.41,PF,light rain
388,Domazlice,49.4405,12.9298,24.8,80,90,5.75,CZ,overcast clouds
389,Bilma,18.6853,12.9164,64.94,27,0,1.9,NE,clear sky
390,Shingu,33.7333,135.9833,39.58,73,100,5.57,JP,overcast clouds
391,Le Port,-20.9373,55.2919,78.8,83,40,17.27,RE,light rain
392,Jurado,7.1053,-77.7641,81.68,74,99,3.42,CO,light rain
393,Parakou,9.3372,2.6303,75.85,18,0,4.09,BJ,clear sky
394,Nemuro,43.3236,145.575,21.79,89,12,15.64,JP,few clouds
395,Gat,31.61,34.7642,57.99,57,10,12.17,IL,clear sky
396,Gondanglegi,-7.7479,112.0132,75.52,80,91,1.54,ID,overcast clouds
397,Eyl,7.9803,49.8164,74.03,76,0,15.12,SO,clear sky
398,Cap Malheureux,-19.9842,57.6142,81.0,80,71,10.0,MU,broken clouds
399,Goderich,43.7501,-81.7165,30.2,86,88,8.05,CA,overcast clouds
400,Butterworth,5.3991,100.3638,78.8,88,40,3.44,MY,scattered clouds
401,Evensk,61.95,159.2333,-19.05,76,3,9.84,RU,clear sky
402,Faya,18.3851,42.4509,55.4,76,0,6.91,SA,clear sky
403,Nirasaki,35.7,138.45,37.0,76,100,1.07,JP,overcast clouds
404,Sanming,26.2486,117.6186,51.75,69,100,4.65,CN,overcast clouds
405,Dudinka,69.4058,86.1778,-26.68,75,42,6.67,RU,scattered clouds
406,San Ramon,37.7799,-121.978,73.99,28,1,2.08,US,clear sky
407,Florianopolis,-27.6146,-48.5012,86.0,74,20,18.41,BR,few clouds
408,Mattru,7.6244,-11.8332,76.87,82,100,5.44,SL,overcast clouds
409,Tsuyama,35.05,134.0,33.01,94,100,5.03,JP,overcast clouds
410,Kavali,14.9167,79.9833,70.77,78,0,6.64,IN,clear sky
411,Fredericton,45.9454,-66.6656,30.2,80,90,12.66,CA,light snow
412,Galle,6.0367,80.217,75.79,86,100,5.97,LK,moderate rain
413,Wattegama,6.7989,81.4808,71.64,90,83,3.8,LK,broken clouds
414,Camacha,33.0833,-16.3333,59.0,82,40,10.36,PT,scattered clouds
415,Ewa Beach,21.3156,-158.0072,80.6,65,1,4.61,US,light rain
416,Noumea,-22.2763,166.4572,81.0,83,75,3.44,NC,broken clouds
417,Vite,17.2833,74.55,72.81,61,3,1.77,IN,clear sky
418,Suicheng,33.8963,117.9331,29.07,83,71,6.04,CN,broken clouds
419,Severobaykalsk,55.65,109.3167,-23.17,77,14,7.67,RU,few clouds
420,Zarya,55.7553,38.0958,3.2,78,40,13.42,RU,snow
421,Inuvik,68.3499,-133.7218,-5.8,77,98,3.44,CA,overcast clouds
422,Teguldet,57.3064,88.1667,5.41,94,100,4.23,RU,overcast clouds
423,Breytovo,58.2993,37.8617,-7.04,90,98,10.51,RU,overcast clouds
424,Qaqortoq,60.7167,-46.0333,17.6,57,67,8.05,GL,broken clouds
425,Lakes Entrance,-37.8811,147.981,60.01,63,61,3.0,AU,broken clouds
426,Brindisi,40.5833,17.6667,42.8,45,20,16.11,IT,few clouds
427,Comodoro Rivadavia,-45.8667,-67.5,69.8,46,20,8.05,AR,few clouds
428,Pemba,-12.974,40.5178,80.6,83,20,11.5,MZ,few clouds
429,Myhove,48.1575,25.379,12.0,78,26,4.34,UA,scattered clouds
430,Cairns,-16.9167,145.7667,80.6,74,95,9.22,AU,overcast clouds
431,Burnie,-41.0667,145.9167,51.01,74,60,4.0,AU,broken clouds
432,Ponnani,10.767,75.9252,77.0,94,40,8.7,IN,mist
433,Huron,41.1501,-82.5499,33.01,89,94,10.25,US,overcast clouds
434,Scarborough,54.2797,-0.4044,39.99,89,100,3.0,GB,overcast clouds
435,Tessalit,20.1986,1.0114,59.83,24,100,10.65,ML,overcast clouds
436,Honiara,-9.4333,159.95,80.56,76,76,3.18,SB,broken clouds
437,Olafsvik,64.8945,-23.7142,36.9,95,100,22.24,IS,overcast clouds
438,Angoche,-16.2325,39.9086,81.68,82,96,8.95,MZ,overcast clouds
439,Kijang,35.2442,129.2139,30.2,37,0,16.11,KR,clear sky
440,Luena,-11.7833,19.9167,63.72,93,98,2.24,AO,light rain
441,Linxia,35.6003,103.2064,13.55,88,15,0.89,CN,few clouds
442,Port Moresby,-9.4431,147.1797,75.2,100,20,4.61,PG,light rain
443,Grindavik,63.8424,-22.4338,37.4,81,75,23.02,IS,broken clouds
444,Takab,36.4009,47.1133,31.73,87,100,3.98,IR,overcast clouds
445,Roma,43.2128,-75.4557,35.01,86,90,8.05,US,light rain
446,Salta,-24.7859,-65.4117,87.8,42,40,10.36,AR,moderate rain
447,Portland,45.5234,-122.6762,51.01,76,40,3.44,US,scattered clouds
448,Puerto Del Rosario,28.5004,-13.8627,62.6,63,75,17.27,ES,broken clouds
449,Kangaatsiaq,68.3065,-53.4641,5.88,85,37,13.44,GL,scattered clouds
450,Ketchikan,55.3422,-131.6461,41.0,93,90,24.16,US,heavy intensity rain
451,Maragogi,-9.0122,-35.2225,78.75,72,33,9.04,BR,scattered clouds
452,Sanguem,15.2333,74.1667,78.8,78,75,4.61,IN,broken clouds
453,Diffa,13.3154,12.6113,69.78,22,7,6.46,NE,clear sky
454,Polunochnoye,60.8697,60.4153,-6.66,92,100,6.55,RU,snow
455,Bandarbeyla,9.4942,50.8122,74.32,78,0,16.8,SO,clear sky
456,Tecolutla,20.4833,-97.0167,66.2,72,90,4.61,MX,overcast clouds
457,Jiazi,22.8779,116.067,54.32,71,3,17.85,CN,clear sky
458,Cadillac,44.2519,-85.4012,35.01,93,90,3.44,US,light snow
459,Tilichiki,60.4667,166.1,-25.73,85,0,8.99,RU,clear sky
460,Muscat,23.6139,58.5922,62.6,82,0,2.3,OM,clear sky
461,Kandrian,-6.2167,149.55,79.63,82,98,4.05,PG,overcast clouds
462,Yangambi,0.8102,24.4336,70.7,85,61,1.79,CD,broken clouds
463,Husavik,66.0449,-17.3389,33.8,100,90,5.75,IS,light rain
464,Valdivia,-39.8142,-73.2459,71.6,53,75,6.91,CL,broken clouds
465,Ossora,59.2353,163.0719,-15.32,84,99,6.58,RU,overcast clouds
466,Loa Janan,-0.583,117.095,73.11,88,94,2.35,ID,overcast clouds
467,Kishanganj,26.1167,87.9333,58.42,65,17,3.62,IN,few clouds
468,Ponta Do Sol,32.6667,-17.1,55.99,63,52,3.0,PT,broken clouds
469,Conway,35.0887,-92.4421,48.2,46,1,10.36,US,clear sky
470,Abu Dhabi,24.4667,54.3667,62.6,82,0,1.14,AE,clear sky
471,Hervey Bay,-25.2986,152.8535,75.99,89,9,3.0,AU,clear sky
472,Nuuk,64.1835,-51.7216,24.8,54,75,5.75,GL,broken clouds
473,Sambava,-14.2667,50.1667,76.39,87,7,6.73,MG,clear sky
474,Paita,-5.0892,-81.1144,80.6,65,0,12.66,PE,clear sky
475,Itoman,26.1247,127.6694,59.0,82,75,18.41,JP,broken clouds
476,Hami,42.8,93.45,14.77,70,0,1.54,CN,clear sky
477,Cullman,34.1748,-86.8436,44.01,48,90,6.91,US,overcast clouds
478,Korla,41.7597,86.1469,16.75,81,0,7.34,CN,clear sky
479,Marienburg,54.0359,19.0266,15.01,100,89,9.89,PL,overcast clouds
480,Jinzhou,41.1078,121.1417,8.53,77,0,2.95,CN,clear sky
481,Makakilo City,21.3469,-158.0858,78.8,65,75,8.05,US,broken clouds
482,Chicama,-7.8447,-79.1469,69.8,83,90,8.05,PE,overcast clouds
483,Hadgaon,19.5,77.6667,68.34,42,0,6.33,IN,clear sky
484,Bethlehem,-1.4558,-48.5044,78.8,73,75,12.66,BR,broken clouds
485,Voh,-20.9667,164.7,80.76,84,94,4.54,NC,overcast clouds
486,Sept-Iles,50.2001,-66.3821,30.2,80,100,8.05,CA,overcast clouds
487,Den Chai,17.9837,100.0522,66.99,60,54,2.42,TH,broken clouds
488,Iranshahr,27.2025,60.6848,53.6,14,0,6.91,IR,clear sky
489,Melville,40.7934,-73.4151,46.99,66,40,19.57,US,scattered clouds
490,Miguel Hidalgo,19.4225,-99.2028,70.0,32,75,11.5,MX,broken clouds
491,Zhicheng,30.2956,111.5047,37.0,81,100,1.14,CN,overcast clouds
492,Murgab,37.4966,61.9714,42.8,75,0,5.97,TM,clear sky
493,Grand-Lahou,5.1367,-5.0242,79.75,82,5,9.26,CI,clear sky
494,Rayong,12.8333,101.4333,73.0,92,0,1.32,TH,clear sky
495,Robertsport,6.7533,-11.3686,80.15,83,100,11.83,LR,overcast clouds
496,Opuwo,-18.0607,13.84,65.77,71,3,10.6,NA,clear sky
497,Rabo De Peixe,37.8,-25.5833,62.01,94,75,11.5,PT,light rain
498,Souillac,-20.5167,57.5167,78.8,94,75,8.05,MU,broken clouds
499,Mount Gambier,-37.8333,140.7667,46.4,100,40,5.75,AU,scattered clouds
500,Strezhevoy,60.7333,77.5889,6.8,85,90,8.95,RU,overcast clouds
501,Kidal,18.4411,1.4078,67.95,17,64,14.7,ML,broken clouds
502,Hearst,49.6835,-83.6665,12.2,92,100,8.05,CA,overcast clouds
503,Oriximina,-1.7656,-55.8661,87.71,51,68,3.65,BR,broken clouds
504,Deputatskiy,69.3,139.9,-22.86,89,100,2.37,RU,overcast clouds
505,Mandalgovi,45.7625,106.2708,-2.51,77,15,9.53,MN,few clouds
506,North Bend,43.4065,-124.2243,55.99,88,1,5.75,US,clear sky
507,Komsomolskiy,40.4272,71.7189,37.4,52,0,4.61,UZ,clear sky
508,San Patricio,28.017,-97.5169,66.2,25,1,10.36,US,haze
509,Filadelfia,39.9523,-75.1638,45.0,57,75,10.36,US,broken clouds
510,San Andres,12.5847,-81.7006,84.2,74,40,9.22,CO,light rain
511,Orzu,37.5593,68.8184,37.4,93,0,3.18,TJ,mist
512,Mishan,45.55,131.8833,-14.91,85,0,3.74,CN,clear sky
513,Bachaquero,9.9694,-71.1494,83.84,65,100,5.66,VE,overcast clouds
514,Kottagudem,17.55,80.6333,66.2,85,0,2.75,IN,clear sky
515,Sorong,-0.8833,131.25,78.98,86,100,10.11,ID,light rain
516,Barela,23.1,80.05,54.52,37,0,0.96,IN,clear sky
517,Krasnoselkup,65.7,82.4667,-11.06,88,100,17.87,RU,overcast clouds
518,Kargasok,59.0556,80.8572,6.58,94,100,8.59,RU,overcast clouds
519,La Ceiba,15.7597,-86.7822,73.4,100,90,4.61,HN,overcast clouds
520,Kaoma,-14.7833,24.8,66.34,88,93,3.56,ZM,overcast clouds
521,Saint Anthony,45.0205,-93.218,30.0,74,90,8.05,US,overcast clouds
522,Puerto Escondido,15.85,-97.0667,80.6,74,40,4.61,MX,scattered clouds
523,Hofn,64.2539,-15.2082,41.23,70,100,22.86,IS,moderate rain
524,Luganville,-15.5333,167.1667,77.7,84,100,2.35,VU,overcast clouds
525,Darhan,49.4867,105.9228,-3.69,83,100,4.92,MN,overcast clouds
526,Dalvik,65.9702,-18.5286,33.8,100,90,5.75,IS,light rain
527,Imola,44.3523,11.7158,33.01,63,38,10.0,IT,scattered clouds
528,Aitape,-3.1374,142.3475,78.35,84,100,4.81,PG,overcast clouds
529,Boone,39.0334,-92.3335,33.01,87,100,1.01,US,overcast clouds
530,Olinda,-8.0089,-34.8553,80.6,61,40,10.36,BR,scattered clouds
531,Malakal,9.5334,31.6605,78.28,18,67,8.48,SS,broken clouds
532,Las Palmas,28.4204,-14.0131,62.6,63,75,17.27,ES,broken clouds
533,Loiza,18.4313,-65.8802,80.6,74,40,14.97,PR,scattered clouds
534,Ndele,8.4109,20.6473,75.06,21,7,5.17,CF,clear sky
535,Luanda,-8.8368,13.2343,78.8,83,20,9.22,AO,few clouds
536,Kutum,14.2,24.6667,57.04,28,0,6.98,SD,clear sky
537,Hirara,24.8,125.2833,63.55,86,100,33.67,JP,overcast clouds
538,Leningradskiy,69.3833,178.4167,-19.91,86,100,0.72,RU,overcast clouds
539,Lufilufi,-13.8745,-171.5986,89.6,70,40,5.75,WS,light rain
540,Shar,49.5886,81.0453,15.91,82,75,20.62,KZ,broken clouds
541,Petukhovo,55.0692,67.9019,16.0,97,100,13.51,RU,overcast clouds
542,Los Llanos De Aridane,28.6585,-17.9182,62.6,63,40,11.5,ES,scattered clouds
543,Lagoa,39.05,-27.9833,60.28,95,74,15.61,PT,broken clouds
544,Japura,-0.3167,102.35,74.46,97,100,1.16,ID,light rain
545,College,64.8569,-147.8028,-5.8,77,40,3.27,US,scattered clouds
546,El Alto,-4.2714,-81.2147,84.2,58,0,10.36,PE,clear sky
547,Gravdal,68.1214,13.5031,28.4,100,93,3.44,NO,overcast clouds
548,Nichinan,31.6,131.3667,42.37,74,0,10.16,JP,clear sky
549,Salto,-31.3833,-57.9667,77.0,78,90,8.05,UY,moderate rain
550,Alamos,27.0167,-108.9333,82.99,35,0,5.64,MX,clear sky
551,Blagoyevo,63.3667,47.9167,-11.22,90,29,4.9,RU,scattered clouds
552,Mbeya,-8.9,33.45,59.25,90,99,2.01,TZ,overcast clouds
553,Yumen,40.2833,97.2,17.73,68,0,24.09,CN,clear sky
554,Alexandria,31.2156,29.9553,59.0,72,40,11.5,EG,scattered clouds
555,Tuatapere,-46.1333,167.6833,69.01,57,91,11.99,NZ,overcast clouds
556,Hun,29.1268,15.9477,50.32,48,0,3.62,LY,clear sky
557,Synya,65.3718,58.0387,-10.97,90,67,7.56,RU,broken clouds
558,Honningsvag,70.9821,25.9704,35.96,86,100,16.08,NO,overcast clouds
559,Marsala,37.7966,12.4352,53.01,81,40,4.61,IT,scattered clouds
560,Sosnovka,56.255,51.2842,10.13,94,100,11.21,RU,overcast clouds
561,Nhulunbuy,-12.2333,136.7667,77.0,94,75,24.16,AU,light rain
562,Prachuap Khiri Khan,12.2167,99.75,64.06,93,0,2.51,TH,clear sky
563,Soria,41.6667,-2.6667,32.0,87,0,5.08,ES,clear sky
564,Maldonado,-34.6667,-54.9167,77.0,73,75,9.22,UY,broken clouds
565,Opelousas,30.5335,-92.0815,54.0,40,1,8.05,US,clear sky
566,Sayat,38.7839,63.8803,41.0,75,0,6.91,TM,clear sky
567,Quatre Cocos,-20.2078,57.7625,80.01,94,75,8.05,MU,broken clouds
568,Kantunilkin,21.0917,-87.45,73.4,53,75,13.8,MX,broken clouds
569,Manavalakurichi,8.1333,77.3,80.6,78,40,2.3,IN,mist
570,Carutapera,-1.195,-46.02,81.34,75,86,8.03,BR,overcast clouds
571,Kiruna,67.8557,20.2251,14.0,92,90,6.91,SE,overcast clouds
572,Acajutla,13.5928,-89.8275,84.2,45,0,8.05,SV,clear sky
573,Mitu,1.1983,-70.1733,83.17,82,85,2.93,CO,light rain
574,Half Moon Bay,37.4636,-122.4286,69.01,72,40,3.44,US,scattered clouds
575,Echt,57.1409,-2.4338,41.0,75,0,10.36,GB,clear sky
576,Katherine,-14.4667,132.2667,78.8,83,98,0.85,AU,overcast clouds
577,Novokayakent,42.3937,47.9861,37.4,100,90,2.24,RU,mist
578,Mmabatho,-25.85,25.6333,75.2,64,93,5.75,ZA,overcast clouds
579,Havoysund,70.9963,24.6622,33.8,93,75,11.5,NO,light snow
580,Podgorenskiy,50.405,39.6429,1.96,93,0,9.17,RU,clear sky
581,Shirokiy,49.758,129.523,-16.24,89,99,2.75,RU,overcast clouds
582,Zatoka,46.0725,30.4654,14.0,73,0,15.66,UA,clear sky
583,Markova,48.6758,24.4138,15.51,89,97,5.88,UA,overcast clouds
584,Malavalli,12.3833,77.0833,68.16,84,0,3.38,IN,clear sky
585,Santa Rosa Del Sur,7.9644,-74.0544,83.97,55,74,3.62,CO,broken clouds
586,Sciacca,37.5082,13.0881,39.99,72,0,5.01,IT,clear sky
587,Rawson,-43.3002,-65.1023,64.02,45,0,24.92,AR,clear sky
588,Buritis,-15.6178,-46.4233,77.09,81,100,3.15,BR,light rain
589,Chumikan,54.7183,135.315,-21.44,82,10,10.07,RU,clear sky
590,Palu,-0.8917,119.8707,75.52,77,100,2.3,ID,overcast clouds
591,Turukhansk,65.8167,87.9833,-22.61,81,100,13.67,RU,overcast clouds
592,Koroni,36.8,21.95,45.0,75,21,3.44,GR,few clouds
593,Alappuzha,9.49,76.3264,78.46,82,70,4.56,IN,light rain
594,Flores,16.9226,-89.8994,71.89,77,96,2.51,GT,overcast clouds
595,Tandil,-37.3217,-59.1332,68.0,71,100,10.0,AR,moderate rain
596,Salinopolis,-0.6136,-47.3561,81.91,73,100,10.67,BR,overcast clouds
597,Muhos,64.808,25.9931,19.4,93,40,2.3,FI,scattered clouds
598,Rudbar,30.15,62.6,49.3,40,0,1.79,AF,clear sky
599,Gerash,27.6652,54.1371,53.6,40,0,4.61,IR,clear sky
600,Argayash,55.4888,60.8767,17.6,73,20,13.42,RU,snow
601,Lunglei,22.8833,92.7333,46.6,91,94,3.09,IN,overcast clouds
602,Kuryk,43.2,51.65,38.14,80,26,5.39,KZ,scattered clouds
603,Broome,42.2506,-75.833,34.0,86,20,8.05,US,few clouds
604,Aripuana,-9.1667,-60.6333,78.13,91,100,1.07,BR,overcast clouds
605,Alice Springs,-23.7,133.8833,68.0,42,75,9.22,AU,broken clouds
606,Bukan,36.521,46.2089,36.07,75,100,2.95,IR,overcast clouds
607,Shangzhi,45.2167,127.9667,-6.5,89,99,12.95,CN,overcast clouds
608,Revelganj,25.7833,84.6667,51.8,87,40,3.44,IN,mist
609,Mogadishu,2.0371,45.3438,76.84,84,0,19.89,SO,clear sky
610,Canavieiras,-15.675,-38.9472,84.2,70,40,5.75,BR,scattered clouds
611,Beyneu,45.3167,55.2,30.87,93,76,10.36,KZ,broken clouds
612,Sundumbili,-29.1337,31.3975,71.6,88,90,4.61,ZA,overcast clouds
613,San Felipe,10.3399,-68.7425,78.08,70,79,7.87,VE,broken clouds
614,Sayyan,15.1718,44.3244,45.61,55,0,1.88,YE,clear sky
615,Parola,20.8833,75.1167,73.96,46,0,5.28,IN,clear sky
616,Dovolnoye,54.4958,79.6671,9.43,91,100,14.36,RU,overcast clouds
617,Cabinda,-5.55,12.2,79.05,79,99,7.29,AO,overcast clouds
618,Xiaoweizhai,26.1903,107.5125,31.03,96,100,11.81,CN,snow
619,Bosaso,11.2842,49.1816,74.28,70,9,1.48,SO,clear sky
620,San Rafael Del Sur,11.8485,-86.4384,89.6,48,20,18.41,NI,few clouds
621,Matagami,49.7502,-77.6328,26.6,100,90,9.22,CA,light snow
622,Luan,46.3592,6.9759,32.0,85,100,3.44,CH,overcast clouds
623,Sembe,1.6481,14.5806,76.12,68,64,2.75,CG,broken clouds
624,Kahului,20.8947,-156.47,84.2,45,20,17.27,US,few clouds
625,Qandala,11.472,49.8728,75.11,65,4,4.81,SO,clear sky
626,Zhenlai,45.8495,123.2973,-1.32,86,15,10.74,CN,few clouds
627,Fairview,40.8126,-73.999,45.0,61,90,10.36,US,overcast clouds
628,Shache,38.4167,77.2406,17.87,85,0,4.63,CN,clear sky
629,Omboue,-1.5746,9.2618,78.24,86,100,5.21,GA,light rain
630,Bayan,46.0833,127.4,-10.12,90,100,6.91,CN,light snow
631,Saint Simons,31.1352,-81.3901,57.0,33,1,14.97,US,clear sky
632,Harper,4.375,-7.7169,78.82,81,56,7.23,LR,broken clouds
633,Fare,-16.7,-151.0167,81.34,77,1,13.15,PF,clear sky
634,Miami,25.7743,-80.1937,72.0,49,75,10.36,US,broken clouds
635,Oussouye,12.485,-16.5469,78.8,53,0,2.3,SN,clear sky
636,San Isidro,-12.1167,-77.05,78.01,69,0,10.36,PE,clear sky
637,Araouane,18.9048,-3.5265,62.19,23,99,11.39,ML,overcast clouds
638,Kieta,-6.2167,155.6333,81.84,73,100,4.34,PG,overcast clouds
639,Kirakira,-10.4544,161.9205,82.49,74,99,3.36,SB,overcast clouds
640,Pitimbu,-7.4706,-34.8086,82.4,65,20,14.97,BR,few clouds
641,Matay,28.419,30.7792,49.21,66,1,3.8,EG,clear sky
642,Amatitan,20.8333,-103.7167,81.0,31,97,5.01,MX,overcast clouds
643,Almeirim,-1.5233,-52.5817,89.44,42,13,4.54,BR,few clouds
644,Leshukonskoye,64.8989,45.7622,-14.98,87,7,1.14,RU,clear sky
645,Buchanan,5.8808,-10.0467,78.8,94,20,7.05,LR,few clouds
646,Mandan,46.8267,-100.8896,41.0,56,1,19.57,US,clear sky
647,Sturlic,45.0639,15.7781,19.49,93,1,4.27,BA,clear sky
648,Altus,34.6381,-99.334,53.6,20,1,8.05,US,clear sky
649,Sorsk,54.0033,90.2467,13.12,84,100,5.17,RU,overcast clouds
650,Svetlogorsk,52.6333,29.7333,-2.42,92,35,4.14,BY,scattered clouds
651,La Roda,39.2167,-2.15,37.0,86,0,2.3,ES,clear sky
652,Ostersund,63.1792,14.6357,7.0,85,2,3.44,SE,light snow
653,Jatai,-17.8814,-51.7144,76.06,84,100,6.8,BR,overcast clouds
654,Tucuma,-0.1833,-50.05,81.46,77,8,6.58,BR,clear sky
655,Mtambile,-5.3833,39.7,78.66,84,0,9.93,TZ,clear sky
656,Urumqi,43.801,87.6005,-7.6,84,40,4.47,CN,mist
657,Necochea,-38.5473,-58.7368,68.0,73,100,16.46,AR,overcast clouds
658,Arraias,-12.9288,-46.9437,72.19,92,100,2.91,BR,overcast clouds
659,Alvaraes,-3.2208,-64.8042,82.4,83,40,3.44,BR,light rain
660,Iturama,-19.7281,-50.1956,78.01,77,100,6.17,BR,moderate rain
661,Kofele,7.0667,38.7833,51.55,62,3,5.28,ET,clear sky
662,Bubaque,11.2833,-15.8333,77.79,75,77,15.68,GW,broken clouds
663,Auki,-8.7676,160.7034,80.69,78,100,3.76,SB,overcast clouds
664,Kavaratti,10.5669,72.642,81.68,76,0,6.64,IN,clear sky
665,Santa Maria,-29.6842,-53.8069,78.8,78,40,9.22,BR,scattered clouds
666,Dogbo,6.8167,1.7833,80.17,65,1,6.38,BJ,clear sky
667,Coquimbo,-29.9533,-71.3436,64.4,72,20,12.66,CL,few clouds
668,Wentzville,38.8114,-90.8529,35.01,85,99,4.0,US,overcast clouds
669,Hurghada,27.2574,33.8129,62.6,36,0,11.5,EG,clear sky
670,Mugur-Aksy,50.35,90.5,9.09,68,17,5.37,RU,few clouds
671,Am Timan,11.0297,20.2827,74.7,20,0,4.23,TD,clear sky
672,Elat,29.5581,34.9482,62.6,45,0,1.1,IL,clear sky
673,Onega,63.9061,38.1404,-1.91,93,82,2.46,RU,broken clouds
674,Ust-Kut,56.7938,105.7672,-37.48,78,73,2.01,RU,broken clouds
675,Severo-Yeniseyskiy,60.3725,93.0408,-11.42,90,100,3.6,RU,overcast clouds
676,Champerico,14.3,-91.9167,91.4,14,40,9.22,GT,scattered clouds
677,Plettenberg Bay,-34.0527,23.3716,66.09,83,3,9.13,ZA,clear sky
678,Bobrovskiy,56.6732,60.9807,15.8,79,40,8.95,RU,light snow
679,Sarankhola,22.3082,89.7897,58.91,88,51,1.72,BD,broken clouds
680,Kerman,30.2832,57.0788,33.8,32,0,2.77,IR,clear sky
681,Xuanzhou,30.9525,118.7553,32.63,89,87,2.53,CN,overcast clouds
682,Sabha,27.0377,14.4283,48.96,45,0,8.05,LY,clear sky
683,Anadyr,64.75,177.4833,-5.01,84,40,4.47,RU,light snow
684,Yarmouth,41.7057,-70.2286,46.4,87,90,18.41,US,overcast clouds
685,Alamosa,37.4695,-105.87,44.6,29,1,14.97,US,clear sky
686,San Cristobal,7.7669,-72.225,86.0,54,40,10.36,VE,scattered clouds
687,Labuhan,-6.8844,112.2051,78.13,83,100,5.26,ID,light rain
688,Hovd,48.0056,91.6419,-2.13,83,4,1.41,MN,clear sky
689,Vidim,56.4088,103.1106,-22.27,83,100,2.89,RU,overcast clouds
690,The Pas,53.8251,-101.2541,26.6,93,90,12.66,CA,light snow
691,Jalalabad,34.4265,70.4515,51.24,38,4,1.28,AF,clear sky
692,Jalu,29.0331,21.5482,51.1,53,0,8.46,LY,clear sky
693,Payo,-3.7508,103.6372,71.94,93,100,1.59,ID,overcast clouds
694,Astaneh-Ye Ashrafiyeh,37.2596,49.9444,51.48,79,100,3.94,IR,overcast clouds
695,Bushehr,28.9684,50.8385,60.8,88,20,4.61,IR,few clouds
